coin,mkt_cap
BTC,724478833211.1
ETH,184955254624.65
USDT,28640986238.57
ADA,20634977898.63
XRP,18976956806.59
DOT,17972785450.43
BNB,10599484196.39
LINK,10052631510.17
LTC,10041267657.73
DOGE,10105792829.48
XLM,8561005916.78
BCH,8301841440.08
USDC,6439675443.68
AAVE,5700023386.79
UNI,5623224621.63
WBTC,4728485253.16
BSV,3413439218.9
EOS,3272792711.56
ATOM,2922904286.54
XEM,2746684187.5
XMR,2688287239.27
TRX,2577733792.6
XTZ,2511326195.98
MKR,2460300156.15
EGLD,2378602087.6
SNX,2309133002.66
THETA,2293284246.55
COMP,2108825778.9
VET,1861388715.48
AVAX,1862429084.04
DAI,1809709946.95
SOL,1754852114.11
HT,1747018513.13
NEO,1730788360.62
SUSHI,1674053735.09
UMA,1582544487.29
BUSD,1551267152.79
MIOTA,1551698491.07
CRO,1515262145.26
LUNA,1474953637.01
LEO,1383193200.66
FTT,1358657590.69
CEL,1198692957.16
FIL,1179492120.82
DASH,1180692110.88
GRT,1144092136.97
YFI,1133013910.46
ALGO,1117307658.74
ZRX,1057307105.79
DCR,1028970784.85
ZEC,1026186264.41
REV,993033213.41
KSM,974594185.21
NEAR,943876549.77
ETC,964688031.29
NEXO,840647233.96
WAVES,841184313.42
ZIL,829450656.65
CHSB,801852095.39
LRC,765619281.28
REN,768206236.26
HBAR,687653241.54
CELO,667747207.68
RENBTC,668079694.83
OMG,650367264.0
CRV,646976258.77
1INCH,612477549.05
BAT,605770219.28
RUNE,601583188.29
ONT,558395995.27
VGX,528817041.62
HUSD,495337712.79
BTT,494811664.91
DGB,494170903.17
ICX,481400257.96
NANO,476964415.24
QNT,454207551.2
HEDG,443584172.84
QTUM,413253540.89
SC,387885937.38
ALPHA,389742314.6
OKB,377177527.98
TUSD,374672153.69
ZEN,363429631.81
MANA,362215865.69
KNC,357938737.92
RSR,354050758.22
CAKE,348706131.02
STX,347726150.82
AMPL,346692264.63
FTM,336444361.73
MATIC,335021323.79
ENJ,316066824.09
IOST,308333397.08
OCEAN,291385038.25
BNT,286936774.43
XVG,271601001.63
EWT,268470442.64
BTCB,267998075.21
UST,260828504.23
RVN,257948027.77
BAL,251895149.66
PAX,244252117.25
FUN,243967471.4
FLOW,235046495.34
REP,232825810.59
HNT,234413061.57
BAND,230617143.03
SNT,223257419.5
XVS,223226674.44
BTG,210230073.31
ANT,205185257.25
LSK,196274783.72
NU,195472922.85
KAVA,191632395.04
CKB,187556485.34
GNO,186033051.03
TFUEL,185311994.35
AR,183087003.52
GLM,175131628.1
MAID,181818742.56
INJ,177416247.9
SXP,170149875.0
MFT,170779370.13
CVC,153832475.7
NMR,154117903.86
MRPH,154860548.97
ZB,148762520.3
RIF,148643359.66
OXT,148699647.47
ABBC,144011297.41
SRM,144133170.46
TEL,139044450.68
FET,135774555.38
KCS,136233504.67
UBT,136365302.12
HOT,134362666.62
BCD,132575329.79
TOMO,132438560.82
UTK,130862573.22
STORJ,130781885.42
IOTX,128468983.99
BTS,125690066.56
CHZ,124428583.51
NPXS,121472893.71
RLC,118552847.6
MONA,115579448.9
PAXG,115232675.62
DNT,112688999.48
ANKR,112274561.13
ROSE,109247678.76
CVT,106698200.35
BTM,105261393.84
AKRO,102337079.37
ONE,100797708.51
