coin,mkt_cap
BTC,731986764311.88
ETH,341049885442.04
USDT,83162272400.21
BNB,63724060207.07
USDC,49298296906.65
SOL,29986417059.76
XRP,29240494806.07
LUNA,28361900934.02
ADA,26676154076.97
UST,18562618479.68
BUSD,17709746262.92
DOGE,17615033707.19
AVAX,15810356887.26
DOT,15190677414.53
SHIB,11848512411.93
WBTC,10844078932.67
DAI,8789740245.78
MATIC,8642885732.64
NEAR,7988583206.31
CRO,7918783506.17
TRX,7204837036.49
LTC,6979716923.76
BCH,5418553401.32
FTT,5357499255.97
LINK,5282820439.71
LEO,5301050325.74
ATOM,5162228761.2
UNI,4921944834.64
APE,4549284997.7
XLM,4361953969.29
ALGO,4042212186.14
XMR,3852563863.93
ETC,3722963412.6
VET,3122197264.28
FIL,2985068582.89
HBAR,2959393773.62
ICP,2945671390.7
MANA,2825247651.61
EGLD,2791115234.08
SAND,2503321741.43
THETA,2355195278.27
XTZ,2301071063.53
CAKE,2236787987.04
RUNE,2122273925.46
EOS,2084037132.96
GMT,2072182292.1
KLAY,2047208054.63
AAVE,2007801326.78
FTM,2007762589.16
AXS,1938280828.45
ZEC,1776239808.63
KCS,1754804717.31
FLOW,1726287683.36
BTT,1601134097.39
HNT,1596915379.25
MIOTA,1518443990.95
GRT,1489932615.36
HT,1465531524.36
WAVES,1434875270.26
MKR,1420472872.85
BSV,1407935514.26
XEC,1409977302.8
CVX,1392866854.24
TUSD,1376475932.35
NEXO,1272179369.83
NEO,1246797494.84
STX,1241138111.78
QNT,1175530302.16
KSM,1126122505.26
CHZ,1095276985.82
OKB,1092665850.6
CELO,1090210882.6
ONE,1022655697.96
GALA,997708678.32
LRC,991277461.69
ENJ,970022633.03
DASH,965023351.63
CRV,956035455.54
USDP,951290817.46
ZIL,934624399.06
USDN,934667908.99
BAT,904758017.8
MINA,864554730.88
AR,843845991.03
AMP,813464299.18
KNC,806107374.3
XEM,805453447.35
DCR,802989264.27
KAVA,780088135.89
XDC,757360697.56
HOT,713101937.97
COMP,711488153.7
TFUEL,708004571.0
KDA,667465889.54
AUDIO,633574980.46
ROSE,622844066.25
YFI,626559715.34
PAXG,621651119.18
SCRT,613739730.47
ZRX,607851371.43
GNO,605355681.15
GLMR,582489713.94
QTUM,583925669.41
ICX,582187155.33
IOTX,581953387.88
ANC,575629539.29
BORA,563583684.45
SNX,554003810.97
OMG,541256450.48
BNT,533394715.94
SKL,530398861.0
XYM,520076220.81
ANKR,520284976.21
ELON,506882330.98
SRM,502756806.29
CEL,498049206.53
BTG,494442911.23
GT,487462033.49
LPT,488394787.43
ENS,492711283.93
SXP,482362069.83
1INCH,482122939.33
RVN,458887093.67
JST,451113455.14
WAXP,440028203.62
SC,432016370.22
VLX,420604323.5
FEI,421676633.4
IOST,420474936.59
RENBTC,408754350.63
ONT,407301121.3
NFT,399811433.73
RNDR,387570939.7
CHSB,384060570.04
ZEN,381802123.48
WOO,376450317.12
RLY,374930919.16
FXS,364949088.81
ACA,359167964.27
IMX,357005878.13
UMA,357771980.34
GLM,352386391.09
STORJ,351300127.74
VGX,327406380.24
HIVE,328982754.67
BTRST,323738674.85
FLUX,318394239.1
POLY,314603473.82
SUSHI,304498573.17
KEEP,304446715.59
ILV,304466065.96
DGB,298487948.35
CSPR,288794135.21
SPELL,276736161.81
SYS,277452242.01
REN,275417852.75
MXC,272702131.75
TWT,271569672.5
CKB,272264681.59
PLA,271133461.37
CEEK,266414499.0
OCEAN,260076230.66
TEL,253982178.84
WIN,248697347.83
PERP,248122035.71
CELR,246876854.6
DAR,246402848.91
REV,238156679.65
MX,238338066.22
DYDX,236964446.39
NU,236236798.46
XNO,233847444.32
LSK,232112381.91
CFX,231573623.64
XPRT,231635165.99
RAY,227895780.99
GUSD,219194400.08
C98,218539959.94
XDB,218561958.57
XCH,210642582.96
DENT,210260872.62
DAO,207996514.83
MED,206343253.47
PUNDIX,205780628.26
INJ,204497448.98
POWR,206467256.77
COTI,205354511.1
UOS,202402760.84
FET,201826157.29
CHR,202704992.74
DAG,201067053.95
PYR,199436237.93
WRX,196408119.73
PEOPLE,193542232.29
ONG,193447527.44
ORBS,191940792.76
XYO,190955611.24
REQ,189346536.77
SNT,188718700.69
JOE,187498313.13
