coin,mkt_cap
BTC,882703992270.52
ETH,423557081705.0
USDT,82324402977.49
BNB,74360146489.04
USDC,51633984578.7
SOL,44563278264.23
XRP,40575582678.21
ADA,40012506060.12
LUNA,39928188006.62
AVAX,26224674828.73
DOT,22919985030.75
DOGE,19430050406.19
BUSD,17781604302.98
UST,16556192139.43
SHIB,14709211244.44
MATIC,13102616373.19
WBTC,12809060678.96
CRO,12129220476.96
NEAR,11077741569.58
DAI,9499340377.21
ATOM,9152479672.23
LTC,9025019996.75
LINK,8450172354.59
UNI,8174101814.42
TRX,7438923131.82
BCH,7206901807.12
FTT,6927560482.35
ETC,6262799686.63
ALGO,6200765152.17
XLM,5860339205.05
LEO,5720801859.49
VET,5306389891.4
WAVES,5036602396.73
MANA,5011489673.16
ICP,4883345990.83
HBAR,4862659973.92
FIL,4744366195.58
EGLD,4246473665.42
FTM,4139347102.54
SAND,4093157053.71
AXS,4048404435.54
THETA,4048178967.71
XMR,3932652103.03
RUNE,3705746583.13
XTZ,3599182032.87
APE,3454040487.41
AAVE,3320655499.03
KLAY,3253764838.24
HNT,3030369348.85
EOS,2802928690.87
CAKE,2733962168.5
FLOW,2670511797.41
ZEC,2533836091.44
MIOTA,2502563156.29
GRT,2436747749.1
MKR,2225713020.44
XEC,2203512724.12
CVX,2171195802.37
BTT,2063069227.38
ONE,2019298247.34
STX,1997272275.24
NEO,1976329538.05
ZIL,1933105193.38
BSV,1911309616.92
GALA,1852397344.81
KCS,1706358234.61
KSM,1707202236.35
CHZ,1697973389.24
QNT,1689153089.68
ENJ,1640774553.78
CELO,1659353649.78
LRC,1577060237.56
HT,1525839084.52
GMT,1478602540.54
BAT,1418715480.49
DASH,1414111893.54
CRV,1389119822.95
NEXO,1389766918.19
TUSD,1367234174.65
AR,1365802079.89
KDA,1303887176.32
OKB,1277087270.83
MINA,1231273268.5
HOT,1197407299.93
AMP,1176773765.85
TFUEL,1153164978.28
COMP,1146316235.71
XEM,1108570633.3
GLMR,1089829960.35
ROSE,1062729689.2
SCRT,1040880899.12
ICX,975756218.67
IOTX,972341408.98
USDN,950496384.11
USDP,945847508.0
YFI,922758861.54
SKL,917602483.4
DCR,909386578.78
AUDIO,895856291.16
QTUM,886138640.05
BORA,848850584.54
OMG,843227839.56
SNX,839790258.05
XYM,812797241.81
1INCH,815672278.78
GNO,810209360.22
SXP,799843117.57
ANKR,796526377.17
ANC,793763305.03
KAVA,783405486.0
ZRX,771652744.87
RVN,763957406.47
CEL,751405135.01
IOST,760693426.94
BTG,739865502.53
XDC,739885389.13
BNT,726475344.45
WAXP,725086214.36
RNDR,708167098.62
SC,706211231.31
BRG,694291411.54
FXS,627569203.24
LPT,625485386.97
IMX,614742367.7
PAXG,611723023.7
ZEN,606164682.15
WOO,602096728.08
RENBTC,594678071.22
ONT,586861395.51
KNC,582377285.21
ELON,574475691.07
GLM,578744333.52
SUSHI,565753588.27
JST,565628254.79
STORJ,562155227.02
RLY,556547749.24
GT,545875081.81
SPELL,547084564.89
UMA,540728429.45
VLX,526809587.97
DGB,526349232.8
NFT,520102643.9
REV,506992165.59
VGX,495706734.12
POLY,492208157.71
TEL,484897148.51
CELR,481639566.49
CHSB,477253897.81
HIVE,475541714.47
REN,473906379.81
DYDX,454466934.08
KEEP,455925702.62
TWT,453173531.92
CSPR,442377997.63
FLUX,437494436.03
SRM,438529177.1
ILV,427593141.76
SYS,424532967.28
FEI,422560749.12
PLA,419866331.24
ENS,424990095.55
PYR,418999074.63
CKB,409062928.69
OCEAN,396092290.26
PERP,392174471.31
UOS,375701439.48
XNO,363161372.86
DENT,362128529.79
PEOPLE,355466920.18
YGG,358208084.73
WIN,354472466.28
FET,351445742.82
SUPER,351783211.1
RAY,346961245.54
XPRT,343918546.61
LSK,345773472.78
CHR,347538770.35
CEEK,341031904.9
NU,342986547.4
C98,341703766.59
MBOX,329381783.5
BTRST,322084501.37
MOVR,313828682.99
POWR,302976674.21
INJ,307311448.56
COTI,299862363.28
XDB,292287574.35
RSR,293563263.91
MED,290082547.93
XYO,289409394.62
JOE,288510542.41
CFX,282974235.12
ARDR,261203874.77
TRIBE,279744286.15
MX,275983162.33
PUNDIX,273505944.49
REQ,271285955.63
ONG,271498969.31
MXC,267894207.44
ORBS,268620248.49
