coin,mkt_cap
BTC,729062407067.32
ETH,306229430306.07
USDT,79732529564.37
BNB,61920633562.54
USDC,52838496192.22
XRP,34810891621.79
LUNA,29114643342.29
ADA,27739380365.39
SOL,27115147513.74
AVAX,19267144791.27
BUSD,17964396110.36
DOT,16767936113.35
DOGE,16022053796.04
UST,13742731104.61
SHIB,12922909175.38
MATIC,10914235773.67
WBTC,10233030241.56
CRO,9891083820.35
DAI,9715780721.96
ATOM,8055062379.82
LTC,7089739674.78
NEAR,6540502881.65
LINK,6229036607.82
WTRX,5997295981.45
TRX,5993655739.74
UNI,5833343642.66
FTT,5482919916.2
BCH,5378921458.94
LEO,5125532076.32
ALGO,4948424162.03
MANA,4430835840.09
XLM,4258943429.46
BTCB,4040150688.79
HBAR,3967108155.3
FTM,3587646409.22
ETC,3548915334.51
ICP,3471398955.33
SAND,3206395666.28
FIL,3183052838.73
VET,3061485828.78
KLAY,2995613841.63
AXS,2975883653.27
XMR,2878764716.22
EGLD,2868109861.03
THETA,2706097568.7
XTZ,2634096509.61
HNT,2354927669.31
WAVES,1929186059.55
EOS,1926945932.2
MIOTA,1927565180.19
FLOW,1853612303.16
MKR,1691316465.24
CAKE,1671790566.89
BTT,1652422939.63
AAVE,1594168902.0
RUNE,1545495690.51
GRT,1556272476.71
GALA,1512706764.74
ONE,1510106491.58
ZEC,1497021932.15
BSV,1479058661.09
KCS,1447425118.87
TUSD,1443126775.95
NEO,1445654812.7
HT,1420637178.28
STX,1405708936.96
QNT,1350100043.87
XEC,1334759582.57
CHZ,1241938432.82
ENJ,1163847412.38
KDA,1104458568.48
AMP,1104314801.59
NEXO,1095423050.16
CELO,1090601322.02
OKB,1074113699.35
ANC,1062359191.37
KSM,1013999156.23
BAT,957183040.85
LRC,951397965.04
USDP,947821568.36
CRV,943342422.07
AR,941818384.56
DASH,912736296.29
CVX,875665120.64
XEM,861230872.14
ROSE,817170480.67
TFUEL,800146804.31
XYM,761260458.74
MINA,760199427.86
DCR,739783792.93
BORA,739088132.67
HOT,713173512.73
SCRT,708006603.22
CEL,695284167.56
COMP,670255385.97
YFI,667730884.69
IOTX,663257625.17
SXP,639359720.23
XDC,601855153.37
GNO,570888599.25
QTUM,570912103.21
BNT,572518385.12
RENBTC,565659263.95
PAXG,553249940.93
UMA,553427207.06
WAXP,549992916.82
ANKR,544343403.65
RNDR,540680193.54
1INCH,539100305.51
RVN,537651561.95
GT,531657928.76
OMG,530988417.23
USDN,524465101.21
VLX,504979912.23
BTG,500208228.97
RLY,495997890.5
GLMR,496578030.56
KAVA,490447354.7
ZIL,474875568.49
CHSB,472306144.16
LPT,466952190.31
GLM,451300999.76
ICX,448104421.51
VGX,445623541.72
ONT,445992172.3
NFT,442055863.57
AUDIO,433141885.32
WOO,431369853.71
SC,425575881.9
FEI,420834788.03
KEEP,411575188.77
REV,409898122.06
SNX,409222583.09
ZRX,406589313.27
ZEN,403953861.6
IOST,401304907.37
ELON,399828958.54
KNC,399045337.8
SUSHI,369636502.67
SKL,361396541.55
POLY,359430973.56
STORJ,352132812.16
HIVE,351760787.3
UOS,341032689.53
NU,341138052.38
FXS,335759321.3
JST,333066925.9
REN,330329891.51
SYS,327800799.54
BTRST,325578416.52
CKB,323488495.83
ILV,322190356.13
DYDX,317384395.29
SPELL,315627971.44
TEL,310885620.53
FLUX,307247083.07
PERP,288843789.35
ENS,284019579.44
CSPR,276174948.84
XDB,273472286.77
DGB,272511666.84
LSK,268466019.98
IMX,270811223.18
PEOPLE,264513412.75
WIN,263195762.17
XPRT,264121787.85
INJ,261877648.09
OCEAN,259545252.76
SUPER,257673384.38
GUSD,254757038.09
TRIBE,254423008.28
XCH,245064978.79
PLA,243742617.59
POWR,244392528.72
SRM,244219801.49
CELR,242205273.89
TWT,237137752.48
FET,235982649.26
WRX,233879546.71
C98,228011461.17
YGG,225763647.54
XNO,223978198.24
DENT,223913857.97
XYO,220269878.23
RAY,221535818.4
CEEK,220365708.26
PYR,219821763.76
MXC,208348080.27
CHR,208093439.69
MED,210722219.96
COTI,206848787.5
API3,204581995.53
REQ,202251597.51
ONG,203224020.67
FX,197832156.64
BTCST,194815082.29
ALICE,195843777.05
ORBS,193485987.2
PUNDIX,187433525.11
JOE,186461625.71
