coin,mkt_cap
BTC,1097232660348.16
ETH,241411837678.0
BNB,54337497318.26
USDT,42503862983.73
DOT,41344587411.55
ADA,38063850600.58
XRP,29364108460.54
UNI,16219657547.08
LTC,13620356609.06
LINK,12924960735.92
THETA,11919862125.13
FIL,11811924425.69
BTT,10570070645.09
USDC,10884944736.0
BCH,10593146374.15
XLM,9958214739.17
TRX,9270853014.9
KLAY,9340697542.08
WBTC,8238238575.9
DOGE,7407664647.51
LUNA,7102631450.36
SOL,6455269614.09
VET,6051245511.07
EOS,6045362056.1
CRO,5789300539.61
AAVE,5042122934.79
XMR,4684165062.06
HOT,4745531945.92
ATOM,4608467478.69
MIOTA,4469112264.74
BSV,4305450453.05
BUSD,4037259242.58
XTZ,3981103744.21
FTT,3920957542.63
NEO,3861000516.69
KSM,3800380670.46
AVAX,3755051237.11
XEM,3746134847.55
ALGO,3443490562.34
DAI,3206103303.31
HT,3004362745.63
EGLD,2909860750.4
CHZ,2796364388.87
COMP,2789520770.54
DASH,2740128053.33
HBAR,2636848088.95
CAKE,2516534162.37
ZIL,2468779008.31
RUNE,2408567749.99
DCR,2394449666.12
SNX,2388814054.14
BTCB,2340663639.03
MKR,2297031462.58
GRT,2201818029.75
TFUEL,2173317745.34
ZEC,2168607742.54
ENJ,2079108085.41
NEAR,2068008241.7
LEO,2016754741.78
SUSHI,1949566384.23
MATIC,1817266052.38
BAT,1769670650.6
NPXS,1707229975.84
ETC,1700176278.05
UST,1684654590.6
DENT,1634255910.42
MANA,1604675659.92
ICX,1595550072.99
RVN,1592063515.36
NEXO,1551779662.21
UMA,1539153331.79
ONE,1496066637.18
SC,1440060322.65
CEL,1432699071.23
ONT,1428471497.95
ZRX,1429017529.51
YFI,1387631625.35
BNT,1326794099.95
DGB,1300060861.72
WAVES,1305022798.79
HNT,1290682823.52
STX,1261525770.32
ANKR,1182943806.5
RSR,1164061700.95
OMG,1119722448.86
CHSB,1127973906.14
REN,1080980239.19
QTUM,1076666511.4
REV,1067052133.09
FLOW,1058160350.72
FTM,1043450843.47
OKB,1015554710.08
BTMX,1012637033.27
PAX,988478397.28
WRX,957148048.28
AR,911166311.47
CELO,909325490.7
VGX,901534651.7
CKB,892842209.62
IOST,873017084.45
LSK,854384766.66
LPT,846461651.28
DODO,831618335.53
CRV,826102378.75
MED,780142102.24
HUSD,789483020.93
BTG,781518280.41
MVL,752304174.37
XVG,757855804.27
STORJ,758451028.47
ZEN,722015014.57
NANO,721401182.35
KNC,711614079.04
ZKS,704756710.78
WIN,707000237.42
LRC,698719565.53
1INCH,693336617.75
GLM,659547186.39
RENBTC,678468615.89
KIN,682082316.4
STMX,648674894.61
OCEAN,642394424.36
SNT,629674253.87
ORBS,583788899.12
HEDG,603398876.68
KCS,598978285.59
FET,541810355.56
OGN,535003635.74
FUN,544060765.76
XVS,536932707.92
SAND,519906967.42
VTHO,523221045.65
IOTX,498366606.2
QNT,485183936.79
ALPHA,481819436.97
MAID,482150336.21
EWT,477948932.4
MTL,496416917.46
SKL,468006630.33
REP,462762860.09
ARDR,459443635.93
STEEM,453400695.88
ANT,453192739.47
META,449718293.07
REEF,441169322.49
CVC,436500828.43
WAXP,438860378.95
POLY,423690066.2
CELR,421981585.93
KAVA,413295377.37
SXP,403994174.66
JST,396865887.42
BAL,384722864.1
ARK,377907390.04
IQ,374707792.36
TEL,372769496.93
BORA,360965919.78
BAND,355395729.07
VLX,353897186.95
KMD,350191881.86
SWAP,352551549.52
BADGER,350752183.74
QKC,345680280.52
BTS,346046353.68
SRM,341223045.56
MARO,339777210.23
AGI,325008479.76
NMR,325247155.57
TUSD,321919727.7
ELF,262116918.36
MCO,314041032.47
WAN,314213685.19
HIVE,313338920.75
MFT,308157862.62
OXT,303691429.32
ROSE,299310854.34
STRAX,292232135.44
UTK,286694524.39
TRAC,284228882.5
CVT,283434205.4
CRE,278060474.28
XOR,283456642.38
NOIA,273513224.88
POWR,272447277.49
AVA,270001921.3
POLS,267719307.74
COTI,263012477.92
LOOM,260508733.54
TOMO,259389345.87
GNO,258170155.0
BCD,258679451.81
RIF,252601792.52
BTM,252916026.34
ALICE,250891849.06
RLC,246614396.03
NU,247419600.15
SUN,245410425.25
UBT,243828894.89
HNS,233766273.35
LAMB,228686039.52
