coin,mkt_cap
BTC,1194778776481.15
ETH,546381671971.18
BNB,108496484780.49
SOL,75574730064.49
USDT,72645304847.62
ADA,67297292605.33
XRP,57323540669.26
DOT,51628651803.81
DOGE,35160145471.21
USDC,34343466491.13
SHIB,31236713863.56
LUNA,20200920570.88
AVAX,19320327631.81
UNI,15908732558.17
LINK,15010507436.0
WBTC,14869196866.72
LTC,13925853206.52
BUSD,13616516562.77
MATIC,12853999197.07
ALGO,11623383270.86
BCH,11353084984.6
VET,9991196887.91
AXS,9767082277.58
ICP,9419333483.51
CRO,8944455877.25
XLM,8797504449.82
ATOM,8007292818.85
FTT,7660465800.54
FIL,7562759633.38
TRX,7494547381.87
THETA,7447316504.89
FTM,7301461703.45
ETC,7052049761.06
BTCB,6623803968.29
DAI,6486366543.63
EGLD,6222421777.54
HBAR,5928934373.89
XTZ,5524528059.72
NEAR,5518123700.14
MANA,5130639236.81
GRT,5261073738.85
CAKE,4860470622.07
XMR,4811639597.45
HNT,4559603592.92
EOS,4423026333.43
KSM,4316545921.35
FLOW,4277191079.69
AAVE,4236909380.46
KLAY,4087157381.43
MIOTA,3743970771.2
XEC,3653909947.11
RUNE,3624778755.25
NEO,3262084570.33
ONE,3244068703.6
BSV,3197418624.65
QNT,3180980576.73
LEO,3126774111.5
KDA,3123523873.32
STX,2847283877.28
MKR,2949854551.47
CHZ,2908973365.71
UST,2875855888.97
ENJ,2779426226.96
WAVES,2713709462.36
AMP,2730279433.96
BTT,2614637951.56
HOT,2539014051.29
AR,2544814439.26
SAND,2393462924.72
OMG,2309602117.22
CELO,2202545738.82
COMP,2184208552.67
ZEC,2141164976.03
TFUEL,2043620489.14
DASH,2022400963.5
XEM,1931584980.33
LRC,1959709634.15
CRV,1862375428.64
NEXO,1768029299.62
HT,1726113756.54
OKB,1687807080.44
KCS,1606668625.52
QTUM,1630201492.0
SUSHI,1538959586.34
BAT,1489915431.08
SCRT,1485394540.72
DCR,1454904856.74
REV,1372010689.8
ICX,1372822951.6
RVN,1342970380.78
YFI,1301988791.11
ZIL,1307901132.3
AUDIO,1304994154.89
MINA,1262886446.37
TUSD,1253466605.33
PERP,1197157809.41
TEL,1207776643.49
SNX,1204625719.2
XDC,1173319030.8
ELON,1174177445.22
BTG,1129440090.88
RENBTC,1064060699.33
BNT,1062068524.24
ANKR,1040750188.59
CEL,1031142183.1
SRM,1027852914.75
ZRX,1029949264.87
ZEN,996950493.98
UMA,1018218590.03
IOTX,991338106.7
SC,985880616.08
RAY,948113108.55
SKL,965605700.25
USDP,946140445.6
REN,949800572.78
DYDX,949282024.65
ONT,931569872.22
WAXP,923625379.0
IOST,914269013.12
TRAC,885880168.14
MOVR,843984971.74
1INCH,824513850.1
GNO,812030898.77
VLX,809772154.27
XYO,789556932.67
DGB,803450271.39
CKB,798937729.95
LPT,762343623.09
NANO,758363177.73
MDX,751161894.27
VGX,702171643.65
DENT,694697274.85
CELR,686813680.8
WOO,643150622.89
CHSB,637624364.05
NU,633861090.07
XDB,615590227.33
FET,617505798.51
OCEAN,590458081.72
RSR,583493979.09
KAVA,581071548.34
USDN,578557735.49
STORJ,580900440.49
INJ,578151650.4
GT,570970120.85
GLM,567833239.67
WIN,563589141.74
POLY,526191279.2
ALPHA,520198239.22
REEF,509272235.1
WRX,509718029.39
FX,505032874.88
NKN,486135178.69
COTI,468892767.78
SXP,464816801.67
VTHO,462955051.03
NMR,457472267.89
LSK,461054592.22
BTCST,423633518.83
FEI,425844290.4
AMPL,409323975.3
BAKE,407024409.7
ASD,406475201.13
CTSI,404413958.02
MED,403385147.42
XVG,398928755.82
CFX,390791596.82
BCD,384497000.07
RLC,383044537.55
ALICE,373395669.85
OGN,362860859.26
FLUX,359450772.15
CHR,356775312.37
OXT,352015797.07
ARDR,343036019.95
SNT,333587200.92
BADGER,333430185.64
UBT,330435119.38
VRA,325360552.44
CVC,329285338.39
PAXG,327492312.9
AGIX,325598655.03
BAND,327236201.97
HIVE,325750605.91
ONG,325736463.75
STMX,326164272.85
ELF,317332199.45
CSPR,322448352.84
PROM,316472541.87
DAG,313901457.9
BORA,314307698.16
XVS,310415101.82
UOS,303993844.06
ROSE,303079039.67
ERG,302471636.9
EWT,299375280.15
STRAX,280567594.2
ORBS,280581184.94
XPR,274985192.91
PRO,274657522.14
