coin,mkt_cap
BTC,569996838236.87
ETH,218544227813.81
USDT,72492412161.33
USDC,54094982708.31
BNB,48809157475.7
ADA,19133051325.98
XRP,19113884341.16
BUSD,18087458255.16
SOL,13075923614.97
DOGE,10776704001.94
DOT,9228925960.86
WBTC,8180110848.68
TRX,7590707469.73
DAI,6834793115.03
AVAX,6785877568.63
SHIB,5936850198.71
LEO,4837055956.72
MATIC,4757398372.57
CRO,4518806273.75
LTC,4452591445.26
NEAR,3751565247.81
UNI,3662955509.31
XLM,3584640532.58
LINK,3566545037.53
FTT,3555389238.18
BCH,3435437031.63
XMR,3408308980.14
ETC,2948358672.91
ALGO,2686469050.62
ATOM,2630847353.37
FLOW,2525923570.92
VET,1954434990.59
HBAR,1938588958.98
MANA,1806034055.6
APE,1782025793.35
XTZ,1752312276.89
ICP,1717000074.4
EGLD,1618263811.72
KCS,1604553063.98
SAND,1602858353.43
FIL,1578180460.07
AAVE,1440441094.49
ZEC,1299713089.63
TUSD,1281595692.33
AXS,1276185344.54
EOS,1261317879.87
THETA,1209331287.78
HT,1160675080.16
MKR,1153572664.94
KLAY,1139316408.69
HNT,1093803162.68
GRT,1079042618.75
BSV,1076302464.37
BTT,1012124786.75
MIOTA,967304342.04
USDP,945966501.04
RUNE,933901123.72
XEC,920841043.77
FTM,895512482.45
WAVES,878643277.81
USDN,817756832.79
NEO,806474003.85
QNT,784130296.06
CHZ,756166269.26
CAKE,744939822.07
STX,703215338.06
OKB,690939136.57
NEXO,675717134.46
LRC,675104621.52
USDD,667570604.98
ZIL,643437687.22
DASH,631040495.94
PAXG,619793773.26
CRV,605471689.26
KSM,574120720.93
BAT,573763735.54
CELO,573034437.47
GMT,560038356.76
ENJ,561666116.84
CVX,531496352.04
GALA,520222477.79
KAVA,521930589.16
ONE,497331945.23
GNO,495060127.58
DCR,488019854.64
AMP,484081920.32
XDC,465232539.71
XEM,459194781.34
HOT,456873542.17
MINA,447139122.87
AR,423721733.46
GT,422830531.45
FEI,421913935.21
1INCH,415763257.04
COMP,412774248.05
QTUM,403331147.48
BTG,383460324.21
GLMR,379897013.69
KDA,369251193.41
BORA,361000912.1
ICX,356751986.92
OMG,347687953.59
ZRX,344598387.08
KNC,339706213.32
ROSE,334826593.46
TFUEL,330586423.62
IOST,326607559.05
LDO,324530224.92
IOTX,322652012.19
ANKR,315181850.29
XYM,316319394.51
BNT,313554572.71
JST,310377908.7
SNX,299332982.31
GLM,299491977.5
LPT,295427597.3
AUDIO,285785728.74
SC,285996985.61
RVN,284535584.76
CHSB,277723602.87
SXP,275657778.87
SRM,273117355.28
YFI,272774839.85
ONT,256566781.94
WAXP,268774918.47
ZEN,245564736.21
VGX,245820872.41
ELON,243448146.95
GUSD,242905617.1
SKL,239600545.14
HIVE,237438168.31
POLY,238349207.05
SCRT,232453518.87
IMX,229387539.97
NFT,230666334.41
STORJ,228875199.49
MXC,227455652.92
ENS,223432908.17
BTRST,211694937.88
UMA,205671679.9
PLA,200250322.59
RENBTC,197930100.87
SUSHI,197151827.91
KEEP,198593652.41
CSPR,185810437.54
RNDR,182199362.98
ILV,178804885.59
CEL,178913944.41
NU,179332007.96
LSK,179838848.51
ONG,140301230.22
TWT,174763426.96
DGB,173217882.96
WOO,170369928.09
RLY,164650913.51
USTC,163005329.77
ACA,162367550.0
CKB,156026927.67
FLUX,156337469.6
MX,155594176.92
MED,154576754.41
XNO,154441482.26
SNT,155499392.49
SYS,152722629.76
OCEAN,147899408.6
ORBS,149809255.12
XPRT,149045269.61
CFX,146905458.59
CEEK,145558432.83
WIN,145265916.36
REN,144022105.81
PUNDIX,137800116.04
VLX,142539595.08
XDB,141835074.7
POWR,142496416.73
DAO,140885763.98
ARDR,133856322.58
EPS,126316857.62
CHR,131835697.87
XCH,128240445.98
CTSI,124917514.82
CELR,124231583.42
COTI,124871437.93
DENT,122379122.22
REQ,122667499.36
CVC,122121629.89
STEEM,121881497.75
TEL,119348872.74
TRAC,119301174.88
WXT,119031229.11
C98,117978178.22
SPELL,116138509.22
XYO,115335339.45
INJ,114529585.6
DYDX,113334651.99
UOS,111917913.71
REP,111120041.73
FET,110222229.77
OGN,106333542.35
BICO,105494059.56
