coin,mkt_cap
BTC,803744511638.35
ETH,365288302066.81
USDT,77961684799.0
BNB,69274003460.63
USDC,51054224335.1
ADA,38433324420.14
SOL,36532195892.09
XRP,32700536071.05
LUNA,22492358593.97
DOT,21631280299.89
DOGE,20400845319.46
AVAX,19306314558.7
BUSD,16520648299.56
SHIB,15596217120.71
MATIC,12981893615.0
CRO,11661744341.53
UST,11299508167.99
WBTC,11067758773.96
DAI,9769608817.82
ATOM,8949380755.01
LTC,8867877410.73
NEAR,8539028615.63
LINK,8424596590.74
UNI,7351082525.5
TRX,6739624754.35
ALGO,6719212554.96
FTT,6440721933.15
BCH,6167371486.12
MANA,6047605202.47
XLM,5562928841.31
FTM,5499718795.24
LEO,4860340124.65
ICP,4680527998.06
HBAR,4668625008.76
BTCB,4449748973.84
SAND,4296628999.76
AXS,4167356867.44
ETC,3969038729.81
VET,3925196620.5
FIL,3540103102.57
THETA,3501721742.86
XTZ,3437164914.73
EGLD,3438197391.59
HNT,3333059801.73
XMR,3136449107.7
KLAY,3098371174.79
MIOTA,2656375491.99
EOS,2488761204.04
ONE,2479514990.4
FLOW,2368479397.47
AAVE,2343449168.42
GRT,2229437721.65
CAKE,2192805712.99
GALA,2235568098.12
MKR,2196657858.28
STX,2177452402.89
BTT,2114555486.33
BSV,1872238068.94
ENJ,1763071734.27
ZEC,1700786016.66
KSM,1658585516.29
QNT,1636783429.15
XEC,1628755073.9
RUNE,1609358382.19
KCS,1604905236.07
NEO,1591055356.09
HT,1569621626.89
TUSD,1520799373.64
CRV,1492643938.56
LRC,1472473598.94
BAT,1408683510.14
CHZ,1367986417.22
CELO,1371862243.01
AMP,1354677691.52
OKB,1332937940.86
CVX,1296217247.85
ROSE,1275088223.95
AR,1269850918.56
NEXO,1229683999.81
BORA,1156855956.84
TFUEL,1167332355.15
DASH,1147138850.33
WAVES,1133453994.44
MINA,1121828939.16
KDA,1095698221.3
XYM,1060187806.96
XEM,1010230336.42
USDP,943043077.79
DCR,930394315.17
COMP,920691126.42
YFI,901715107.95
HOT,889102418.46
SCRT,876910709.65
1INCH,870779601.28
IOTX,795689216.79
RVN,791459950.44
RNDR,769022621.18
XDC,750366679.97
WAXP,738974477.81
OMG,725151399.84
ANKR,718184163.49
CEL,711099828.99
QTUM,704921697.93
RENBTC,676681144.58
AUDIO,669783396.26
NFT,670862766.71
BNT,665022519.45
SNX,665369728.58
LPT,658691983.4
ZIL,659459996.74
IMX,637748796.48
CHSB,615152876.63
GNO,614373098.47
ICX,608070951.95
SUSHI,610104363.0
VLX,604195941.17
WOO,601044257.82
BTG,597062031.39
RLY,587776433.31
SC,581803806.81
KAVA,574032255.35
SPELL,574677601.81
ZEN,570632113.78
VGX,563292767.94
GT,559310602.15
ZRX,558595613.34
ELON,549270010.92
SYS,539745391.35
IOST,519407010.48
STORJ,515601666.87
GLMR,499589312.19
ONT,498947958.42
REV,490887051.42
HIVE,477947986.75
CKB,482189954.23
PERP,481383800.91
DYDX,478975955.15
PEOPLE,474018411.62
USDN,455083566.45
JST,461274020.9
POLY,455424664.37
ILV,432195430.37
GLM,398618351.85
FEI,425068060.53
SKL,421942900.13
UMA,420654018.52
ENS,420603089.28
TEL,418272344.03
FLUX,402337918.43
NU,391942791.3
OCEAN,379260842.99
CELR,373098809.5
REN,369195171.99
DGB,366664034.84
KNC,368009997.1
XDB,365897867.05
CHR,360784057.57
PAXG,357548183.09
PYR,358759631.69
PLA,357445170.1
SOS,352739290.88
SRM,340923253.7
YGG,338933593.29
UOS,335399451.77
C98,334259104.91
SUPER,333838907.79
TRIBE,331132845.85
WIN,329790428.66
FXS,325962306.69
KEEP,325895987.31
RAY,322631473.22
BTRST,321724041.68
WRX,319223363.28
ANT,316440085.85
ANC,313968084.33
DENT,302897339.09
XNO,299674777.97
SXP,296597534.68
CSPR,294898516.88
POWR,286579803.5
XYO,283529397.47
TRAC,283156283.34
MOVR,273999338.18
ALICE,274608905.95
BOBA,269885333.52
CEEK,268417911.31
COTI,269644214.83
RGT,268199178.0
REQ,264916130.94
XPRT,266212535.67
RSR,263879420.89
CTSI,262466713.85
FET,260359499.08
MBOX,257204007.39
FX,256058995.08
GUSD,254875213.02
BLOK,252762863.96
MED,246795682.08
XCH,243071943.65
DVI,242349457.35
