coin,mkt_cap
BTC,895688387523.14
ETH,455713570380.85
BNB,88637570485.46
USDT,78373882136.14
SOL,54552495291.77
ADA,46129061735.77
USDC,42562534941.23
XRP,40838984413.81
LUNA,32335168164.92
DOT,29361884232.15
AVAX,27588210907.87
DOGE,23138181422.9
SHIB,18692252748.29
MATIC,18259576689.35
CRO,14847022636.66
BUSD,14625354832.86
WBTC,12221555860.5
UNI,11522501073.32
ALGO,10669967912.89
LTC,10486459759.57
LINK,10195701248.52
UST,10138860625.01
DAI,9338000280.24
NEAR,8672087026.24
BCH,8484083046.98
ATOM,8054427941.22
TRX,7922357701.95
XLM,7216429668.54
FTM,6322275064.77
MANA,6093730774.27
AXS,5878248214.72
HBAR,5647710454.44
VET,5602487249.74
FTT,5582232198.71
SAND,5453462636.01
ICP,5210070133.99
FIL,5169939028.76
BTCB,4978016719.04
THETA,4885482520.69
EGLD,4786430564.75
ETC,4673464466.15
HNT,4336164853.02
XMR,4322225608.27
XTZ,4074322531.06
MIOTA,3830791977.45
LEO,3605391327.02
AAVE,3582210859.27
KLAY,3554964899.89
ONE,3377157181.79
GRT,3190739450.35
GALA,3188457167.02
EOS,3177838348.18
CAKE,3108880614.48
STX,3088842865.11
FLOW,2941390831.83
BTT,2787901888.67
LRC,2785510223.28
CRV,2604809677.01
KSM,2505308966.31
MKR,2438559824.03
ENJ,2421121386.89
BSV,2352796204.1
QNT,2261376211.59
XEC,2147618573.8
AMP,2070977495.63
ZEC,2060849503.74
KDA,2032060131.16
AR,2007281975.96
CELO,1972856409.49
BAT,1941197499.97
RUNE,1907876320.44
NEO,1906210941.87
CHZ,1852788895.63
KCS,1814633752.45
OKB,1755295767.23
WAVES,1649942580.38
DASH,1493229213.73
HT,1483018302.14
NEXO,1444631436.43
ROSE,1452500495.96
YFI,1433237672.17
COMP,1329212639.88
TUSD,1298549371.38
HOT,1293411627.35
MINA,1276520620.88
XDC,1246464367.26
IOTX,1203930237.16
XEM,1175536578.86
SUSHI,1140708883.45
TFUEL,1087766255.24
1INCH,1079803220.53
RVN,1065451999.71
CEL,1014714078.15
DCR,1005810393.7
GNO,969143274.03
REV,951830426.86
USDP,945933893.3
ZIL,938004432.6
ANKR,939061061.66
IMX,931877880.31
WAXP,931462141.44
QTUM,913084854.52
ELON,904429478.6
BORA,904077787.49
VLX,887897240.82
SCRT,886816502.11
OMG,883046351.61
ICX,874571966.86
LPT,861298557.62
AUDIO,849589061.65
VGX,849125425.7
RENBTC,834821017.87
NFT,814387163.89
SC,804024993.1
BNT,796914085.85
ZEN,775285765.36
ZRX,753755582.61
SYS,739527449.95
BTG,737495664.63
SNX,716707550.58
CKB,702941330.34
TEL,698926165.69
PERP,675650447.38
STORJ,676634509.61
SKL,674809870.59
HIVE,658588830.76
FLUX,656449361.51
KAVA,625371883.45
CHSB,615806083.48
IOST,618628872.17
UMA,615585482.65
ONT,615246995.96
WOO,575041830.43
DYDX,570882101.47
REN,562727426.13
OCEAN,553129590.14
RAY,549671579.73
MOVR,544770652.38
POLY,529906591.08
NU,541849729.73
CEEK,535720111.86
USDN,533846873.11
GLM,518233017.55
GT,517534658.91
ANT,516660982.06
DGB,514417685.06
SRM,507165515.28
CHR,497780673.3
CELR,483577737.07
XNO,476669524.86
TRAC,460782926.48
XDB,447547984.68
XYO,445410906.99
UOS,441933864.91
WIN,442730846.11
FEI,424069017.61
FET,422727719.76
JST,418162254.9
SXP,411663760.6
RSR,407052170.28
ALICE,399748167.03
WRX,393286214.11
DENT,389751272.22
CSPR,389647556.06
POWR,353058760.3
REQ,378083569.95
FX,373315621.13
INJ,374219406.03
DUSK,367094071.44
CTSI,349541967.51
DVI,336482265.97
COTI,333467167.56
SOUL,330359717.29
PAXG,326714459.26
MDX,324885937.78
LSK,311087587.68
ALPHA,311300563.48
MED,309971805.75
EWT,301695118.61
REEF,301465621.4
XVG,290664613.82
VTHO,280225034.88
ARDR,275976686.13
BICO,275489534.03
ELF,261799459.2
CVC,265772683.39
DAG,264491463.11
NKN,268347873.34
UBT,262630685.12
OXT,263691628.99
POLS,265253901.28
BCD,264128866.33
CFX,264555818.42
BTCST,259230765.26
RLC,257247377.24
SNT,255636657.73
OGN,249353659.26
KP3R,236164291.41
SUN,234822544.41
STMX,231092046.1
