coin,mkt_cap
BTC,661574836314.86
ETH,270621669241.04
USDT,62342742987.58
BNB,47216226923.6
ADA,46583637655.56
DOGE,32117665810.75
XRP,32069596319.39
USDC,25511718609.01
DOT,15335470065.5
UNI,12198611170.77
BUSD,10676277026.37
BCH,9886724704.55
LTC,9672815312.51
SOL,9354354086.57
LINK,8418044028.48
MATIC,7235477777.71
WBTC,6912400825.23
ETC,6542118089.1
THETA,6350154401.21
ICP,6413946278.18
XLM,6227819332.11
VET,5647164276.15
DAI,5441884560.71
FIL,5003572682.77
TRX,4822576838.98
XMR,3945232253.14
EOS,3876833963.22
AAVE,3555054096.36
SHIB,3440746987.86
CRO,3092882857.86
BSV,2803956370.67
MKR,2774284027.97
ALGO,2736716070.26
CAKE,2705993720.94
ATOM,2668774947.71
NEO,2641615988.36
FTT,2589734245.75
XTZ,2588514692.41
BTCB,2587772945.34
KLAY,2555541569.43
LUNA,2499335779.95
AMP,2351594010.05
COMP,2370436418.43
MIOTA,2346327027.89
LEO,2297496155.7
AVAX,2129381621.61
GRT,2086381000.29
TFUEL,1991506285.36
UST,1924816927.21
HT,1831382659.36
BTT,1804528588.33
DCR,1813112770.01
WAVES,1782308914.24
KSM,1779746379.51
HBAR,1738278627.12
CEL,1653129920.44
EGLD,1659416656.6
TUSD,1515265393.72
RUNE,1463054000.44
ZEC,1458163919.16
CHZ,1433474683.85
DASH,1432980595.01
XDC,1455339597.52
TEL,1329238194.92
XEM,1238554205.42
YFI,1223793364.79
HNT,1188937000.21
HOT,1065848223.45
SUSHI,1010175856.72
STX,995964063.08
SNX,989642538.04
QNT,987053221.0
ENJ,976584671.95
MANA,978430066.41
NEAR,943617422.85
ZIL,949976382.05
PAX,904456724.41
CELO,908422202.44
BAT,905665674.36
NEXO,870666828.4
MDX,865861223.35
BTG,849540712.23
BNT,760517187.03
ZEN,758222734.03
QTUM,728164134.83
CRV,695680125.4
ONE,687818528.03
REV,674036996.68
SC,673492446.46
DGB,659876019.57
NANO,656752324.76
OKB,643426194.19
OMG,634061248.35
CHSB,627959625.58
ONT,626945174.78
FTM,617783618.23
KCS,619021033.01
ZRX,611647701.59
UMA,609098021.97
HUSD,588182042.64
ICX,541480156.17
BAKE,538723897.1
ANKR,530868343.13
RVN,507020572.9
VGX,508008742.94
FLOW,469487080.61
1INCH,438211566.74
IOST,421904451.23
USDN,412600379.24
RENBTC,399391378.07
BCD,392330001.45
LPT,385455836.59
XVG,388267043.29
REN,381510895.12
AR,366161708.55
LSK,354215143.63
WRX,348592400.46
KNC,331772047.34
RSR,333393575.07
CKB,331157411.87
GLM,331105951.09
MAID,320697708.9
LRC,316179772.74
KAVA,315241276.34
WIN,305565830.58
GNO,279765571.09
OCEAN,278669850.61
BTMX,273532104.81
WOO,269969038.99
GT,268969649.96
SNT,257833184.13
GUSD,251024885.54
VTHO,249948285.47
DENT,248088660.35
STORJ,248405545.11
MINA,239656436.22
RLC,238138878.08
WAXP,210369199.5
STRAX,235887725.72
ERG,229902051.72
BTCST,226039198.65
SKL,219609203.68
BAND,219400264.06
CFX,214355627.58
STMX,216184797.85
UBT,214456514.47
XVS,213886073.78
PROM,213407845.99
OGN,212198848.37
ONG,211596053.75
INJ,206736844.41
FET,206096108.33
IOTX,199414314.7
REEF,198988526.22
SAND,195645551.58
SXP,192543024.74
OXT,189165172.0
UQC,186451389.97
REP,184873755.85
ARDR,183755489.53
EWT,181204317.99
FUN,176160813.61
BAL,175434997.48
MCO,173312922.22
SRM,173060800.27
CVC,167408322.91
AGIX,166082182.59
CTSI,164971273.1
ORBS,165397989.8
CELR,162873797.75
NMR,160745000.62
NU,160740755.02
TOMO,156074151.13
NKN,151235803.72
ABBC,151461720.59
ALPHA,152561256.09
PHA,151168315.45
ZKS,149692777.47
MLN,148814275.4
STEEM,150262309.48
ANT,148865756.3
META,141859901.26
UOS,144339341.62
HIVE,140381271.15
ZB,141638875.15
AMPL,138250500.0
MED,136696562.57
FX,133161242.55
BTS,133782458.97
HXRO,128271813.42
ARK,129490524.2
STRK,129516340.18
DAG,127128160.54
POLY,124326022.79
JST,121735890.05
DIVI,120311548.12
MTL,122288066.36
RIF,119332264.58
WAN,118712815.79
AVA,116791155.45
