coin,mkt_cap
BTC,973354882472.78
ETH,463997267858.18
ADA,93187277515.33
BNB,84845287773.55
USDT,66796325582.43
XRP,60760906594.85
SOL,41399255561.46
DOGE,41252120931.82
DOT,33981408465.06
USDC,27797091080.19
UNI,17960589699.36
LTC,15442148516.16
LINK,15093614987.86
BCH,14395929745.59
LUNA,13814651400.38
BUSD,12604234548.17
ICP,12457122104.38
FIL,11607208015.22
MATIC,11104723325.82
AVAX,10595363408.1
WBTC,10323731607.3
VET,9901003398.92
ETC,9543367327.62
XLM,9402252808.62
THETA,8222380970.72
TRX,7534770701.84
DAI,6431007334.29
FTT,5995518551.27
EOS,6022632508.16
ATOM,5689535131.41
XMR,5669537571.48
AAVE,5482864485.07
CAKE,5342057693.93
AXS,5013136844.14
MIOTA,5033330894.26
GRT,4830672858.18
XTZ,4772961744.21
CRO,4673720705.75
ALGO,4637942690.29
NEO,4635314027.18
KLAY,4089683567.23
BTCB,4043010735.88
QNT,3836433477.87
BSV,3695608492.21
MKR,3688714388.29
EGLD,3417299911.58
KSM,3407635975.3
BTT,3251011911.08
WAVES,3129095060.24
FTM,3085525203.97
SHIB,2984980426.77
HBAR,2960548814.81
COMP,2807008615.23
LEO,2822176646.53
NEAR,2749703735.28
DASH,2720526852.71
HT,2707556421.71
AMP,2591453007.41
CHZ,2508685786.25
REV,2490288468.11
UST,2441393476.92
DCR,2346818080.09
RUNE,2321188302.4
HNT,2311788557.03
HOT,2254468144.34
ZEC,2173403838.83
XEM,2185968071.38
TFUEL,2066930584.85
STX,2039766150.96
MANA,1934732954.64
ENJ,1832418938.74
SUSHI,1815821230.07
XDC,1775354782.46
CELO,1682200394.46
AR,1672955685.35
QTUM,1590938769.71
YFI,1572356928.17
ZIL,1552505388.77
CEL,1509824930.59
FLOW,1516481334.21
SNX,1484811246.77
BTG,1473448367.09
BAT,1463841300.09
RVN,1459007342.61
ONE,1398416166.02
TUSD,1393347930.36
OKB,1381248342.34
TEL,1312950907.32
ZEN,1244032660.06
OMG,1248500951.03
ICX,1200664749.33
SC,1200724136.4
MDX,1176283278.12
PERP,1175476969.03
AUDIO,1164579101.94
ONT,1160370176.3
KCS,1128335102.7
NEXO,1110543198.87
BNT,1110820306.0
ZRX,1108485245.31
CRV,1057347867.26
DGB,1044381575.51
IOST,1006927556.2
NANO,970258053.26
PAX,945506671.18
ANKR,939587053.65
MINA,884396847.74
UMA,886080931.05
SAND,865511788.52
CHSB,857653395.97
REN,846733963.19
RENBTC,810928062.19
VGX,808301359.19
IOTX,797474789.68
KAVA,730523169.96
SXP,721193843.29
DENT,699704975.36
1INCH,691211624.66
LRC,691433497.46
RSR,673152593.19
WAXP,631653256.89
OCEAN,604505301.53
LSK,598562504.37
GLM,591615023.97
BAKE,571850475.73
ERG,565985854.57
ALPHA,563800288.35
STORJ,548314358.55
AGIX,551820593.41
WIN,540796214.41
MED,507624500.28
XVG,518530043.81
UBT,517233814.86
BCD,514905839.35
SKL,501655463.44
VTHO,502733625.61
FET,499391668.43
NMR,496450045.55
WRX,500482661.3
CKB,478116951.19
USDN,477500993.93
OGN,470399668.34
GNO,463957439.62
LPT,464610128.9
HUSD,458927109.01
POLY,461511114.05
INJ,436867900.1
SRM,436094281.41
ALICE,432301868.65
STMX,434161441.15
RLC,429059880.64
XVS,420901465.64
FEI,420199292.91
EWT,419571868.05
DAG,415545513.05
SNT,421580000.33
CVC,418321379.91
REEF,395320896.55
ARDR,401230136.98
STRAX,369099613.56
ONG,388876670.29
REP,370255718.15
BAND,374426569.52
NKN,372509468.71
GT,365601754.34
PROM,364308223.68
ELF,351878736.54
CTSI,358152047.7
CFX,335196085.65
CELR,332779919.62
PAXG,331676039.3
ORBS,318502477.34
FUN,322636906.05
COTI,321324963.32
WOO,312816731.14
OXT,312292877.58
HIVE,299046744.67
TOMO,303535962.52
BTCST,291227203.29
ASD,283913520.73
MAID,279467448.65
UOS,275559486.14
ANT,272429168.01
MTL,271680095.65
STEEM,269095062.07
ARK,229963480.73
ROSE,255395256.28
REQ,258170512.48
SLP,257070568.79
BADGER,251973929.08
MVL,260531213.62
XDB,250117904.97
DODO,235760132.31
BAL,233287142.78
NU,228386366.27
XYO,231296082.85
UTK,225161171.55
PHA,223844496.61
WAN,221697377.15
GUSD,221696959.57
